 dimension	transform	wavelet	boundary_mode	category	backend	max_coeff	abs_tol	max_abs	pcc	passed	error
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	antireflect	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	symmetric	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	zero	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	constant	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	periodic	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	antisymmetric	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	smooth	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	reflect	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.5	antireflect	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	symmetric	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	zero	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	constant	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	periodic	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	antisymmetric	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	smooth	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	reflect	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.7	antireflect	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	symmetric	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
